EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
1006725.231,8803743.451,5043595.697,1545346.065,439640.7072,-776185.1048,,503546.7472,5163724.792,1968412.725,7362107.935,-3847061.733,59302381.58,37374016.71,,7768322.519,Sospechoso
939672.4721,28950894.04,8284791.437,2661581.916,,-360609.5129,41877780.88,173067.777,630843.5702,755537.7398,12001620.78,-1201608.274,239131263,131139834.7,,36135856.49,Aceptado
8417.623113,5239743.63,1221302.099,54883.12473,,,6505769.669,93249.22698,163626.6919,5355.34555,17328206.34,-7903349.36,15743848.34,4941021.263,192953.9942,1353814.147,Aceptado
2498113.455,,89318.10797,2296844.954,1074864.943,-9705405.247,2936738.964,136392.4008,203677.3297,788516.8038,-2085882.736,924106.5412,34074013.9,16330578.47,14424673.93,15119751.31,Aceptado
1028718.289,2926809.338,36328.56392,552167.0924,185497.5468,-9018645.061,1743282.715,171707.5229,160763.829,1944142.15,,600958.5846,9373516.462,6324274.479,5926122.876,9955935.286,Aceptado
42029.12069,2124515.325,747460.2297,,53676.32521,7614179.934,4101130.382,320794.8843,91798.65765,7712726.949,-11719187.15,-612175.7675,1000684.904,7769376.384,7503294.358,,Aceptado
1646036.039,43717938.81,,,2910202.291,1472165.291,68526849.69,217023.7085,3723344.303,766464.1821,19728549.25,-606331.0292,,59888866.03,40157767.48,33810982.38,Aceptado
,1471647.315,11979727.47,50346.81062,195060.6328,6787967.606,3987773.608,,,309509.9472,4057002.363,-3883866.462,42318043.48,,2164462.368,2980729.529,Aceptado
438621.0917,2468939.583,11002320.12,26173.50866,,3677717.071,2111308.027,200836.2579,218308.4746,4525252.183,4006670.497,952740.4747,122702875.6,12310906.94,12564949.97,,Aceptado
2165862.247,,,688160.4377,334366.565,-11277977.92,3934451.004,1259522.471,2533990.586,5102581.365,12672426.1,-405355.7138,29933185.97,20252777.34,11072386.09,11551751.42,Aceptado
79918.29399,2242500.643,179517.5613,341290.9488,312581.6801,530716.8074,3638217.334,103513.4558,53651.62418,163512.8475,3637192.922,353409.8596,22214942.29,6564199.372,15566074.09,11289426.14,Aceptado
,10091036.82,2810345.018,1063249.962,1488193.688,-6193584.943,17248056.81,,822392.5175,3322944.645,-3716661.174,865505.0023,,48651728.34,35651338.9,28023756.41,Aceptado
,15441840.06,24274659.77,3583269.66,,5057658.346,59659603.38,181864.9515,,338436.1626,10288704.23,,,,16891418.41,,Aceptado
324235.6167,10153028.87,5435770.273,1006010.465,42287.13918,,20549328.73,227003.1852,1357849.996,1170601.497,1077113.212,,17511841.85,14751048.78,8892723.36,,Aceptado
632481.5518,5421639.052,14559768.69,357554.6713,,7286658.881,13138873.32,219437.6876,863694.389,3830974.134,416756.1915,163291.4313,74125361.49,4618554.598,8406706.824,14270592.2,Aceptado
9021834.149,,27490645.15,85259936.14,,-3303271.283,134473688,3437945.425,19028851.64,,22941154.72,-4554212.251,,537530795.5,53162705.31,41546793.23,Aceptado
624685.6805,,3366976.036,,,6579779.497,3783540.918,77632.86252,170413.0198,,-18831331.04,898866.843,28791680.19,31772375.18,16481245.01,15936981.67,Aceptado
,12200547.62,11123714.56,1214791.51,474296.7629,4936821.932,,,2208351.205,1336595.535,,-4535728.126,39779575.24,,16084399.24,14362904.39,Aceptado
1708180.211,9077924.866,2842680.736,,1520802.857,914947.6446,13085708.7,412679.5916,3917548.818,4889913.79,2499133.194,-494013.2576,54502187.35,21951410.86,6038444.353,10658473.48,Aceptado
8528907.598,17676392.51,,1735858.443,5275527.17,-5817031.948,,372578.9763,751763.0537,6057474.167,2998070.929,772465.0812,309277815.1,549438974.9,71928759.78,,Aceptado
62037.86059,8585162.24,27209342.64,184282.1902,53610.3016,8478174.281,25359921.73,252525.3725,2732024.184,618038.1355,,-7009667.12,45710007.49,,4067732.727,5370611.782,Aceptado
7478332.074,33481423.52,,5549929.268,3991523.554,194462.6798,53750698.07,719748.3945,12822855.2,6761296.353,9543964.447,,269330773.6,500542216.6,31548672.82,26309461.06,Aceptado
3300614.006,20614262.42,13052965.62,88878.61581,746258.2932,,19841593.01,,1586509.899,14924184.74,5607744.284,-459428.902,110144393.5,111372241.7,26806401.89,,Aceptado
3588943.519,4149464.015,1852730.196,980582.3587,1755462.238,,1879278.954,266316.1488,1954200.473,2081176.187,3978325.675,-527086.9797,55642887.97,27217851.76,,6529043.013,Aceptado
131424.7645,1154390.739,716162.9058,214060.0077,510814.5677,2624825.555,1518518.254,117455.4983,18061.77981,457720.5168,-6506417.171,-206033.6151,12684635.65,23827982.06,12725514.98,,Aceptado
319235.8945,10040262,,,361800.6454,1280270.287,23635538.95,111015.8447,2626947.727,1684056.774,,-2759700.475,55908207.17,30710610.74,16788626.06,,Aceptado
2390858.933,15987980.87,1895541.226,927690.037,1458111.116,-8216615.651,,477877.9138,2087982.269,6137713.489,6885652.982,-795794.9106,,71752659.01,11995289.36,16532487.97,Aceptado
676697.3939,28962806.13,160917619.4,687381.1124,458110.5,9013900.508,,276703.6633,4705259.884,12095364.72,,-4929836.344,222088335.2,141555802.6,51899765.06,49553706.69,Aceptado
2330800.095,1492998.098,265379.4884,546629.7704,,-7947525.532,1101940.12,,909048.3669,3325636.126,-6314981.953,715563.4548,17290170.45,14602190.32,6953127.043,6948947.396,Aceptado
417078.6627,3360547.792,430400.7987,870166.9733,,-2661455.571,3405696.865,322661.039,723156.1227,1605786.327,-3025771.706,-2976549.888,5765781.164,39520382.78,,,Aceptado
359813.6382,,19955.02334,336696.0143,224194.8453,-5580251.248,692174.886,103993.8436,291312.2932,808764.1582,-494283.4613,,6312404.615,4791442.07,287068.3896,2048516.622,Aceptado
133829.535,4128371.707,10182251.63,204451.3824,79990.64978,7859671.422,14439375.05,,1590736.008,1694648.216,-777650.5158,,19995252.37,10347859.49,1696760.493,,Aceptado
900691.8496,51622704.15,24728980.45,9983207.142,,2033898.091,42064248.07,1642569.487,,868932.4281,19190105.94,-7725093.186,,457615418.4,13336231.39,13031684.94,Aceptado
211496.046,711074.7831,5638060.153,5245.50144,41692.58894,5765515.188,1169949.105,67208.77566,261082.8544,9303897.002,-5954932.213,860809.4639,,1518656.216,3468415.67,7565308.244,Aceptado
899959.0497,7099891.962,8580575.062,,522282.626,1172285.669,9401909.594,369635.2882,696550.0992,7051679.126,4091513.839,26574.78146,,24224326,15204705.45,21208947.37,Aceptado
2351890.606,27455555.61,24716147.23,194091.7238,2971746.293,-426949.9631,14529971.73,937741.3421,2912439.584,,10993847.71,551114.144,235463034.9,92740531.39,28601681.27,32204046.95,Aceptado
427275.7011,9770112.754,3482689.338,1492980.184,1169495.601,59480.5799,25414486.76,360186.6659,,1453792.207,11632085.96,-5164134.812,84921597.76,60423359.15,6437168.001,5089348.02,Sospechoso
219295.7217,,20923280.03,367011.9337,286205.665,8437634.863,34307875.55,373951.8104,890393.6035,9258820.241,-6187117.779,-1166405.487,48209246.43,23473166.51,26748492.23,24224691.69,Aceptado
2409865.739,8189611.474,,1089222.938,4961803.996,-6395240.175,,,930672.9578,393172.1695,,,195597211.7,260707358.9,27944058.21,22035085.96,Aceptado
160131.698,2441769.464,4559021.105,42518.76498,817099.3551,2980232.557,4375212.403,107030.826,,855971.6052,6416082.687,172336.2531,97561427.74,,,13241210.58,Aceptado
77687.37609,3195016.241,416982.6302,145338.5106,610606.1335,600328.5355,1920174.216,81403.81814,60321.24665,86639.82946,5674880.375,-2011908.218,42080076.06,11924746.92,2408106.606,5079133.973,Aceptado
185796.743,3749876.782,374784.7262,1224166.226,254903.5849,1090804.497,,440529.7695,710842.0555,703345.1602,6621079.171,,22431413.12,6856476.051,4728186.817,5446627.814,Aceptado
988495.7927,12626172.75,31414610.47,152932.3258,166514.7913,6281231.088,20135522.06,648684.2288,1720997.75,,-2728735.678,-617434.0264,51623830.69,30724428.9,,26326522.52,Aceptado
1021688.445,4128610.369,2646500.568,1679639.824,2632222.491,2208705.91,6460696.106,,1348911.871,3185600.728,-4394278.634,-37893.52417,57509186.36,42479318.06,7829151.176,11331904.48,Aceptado
113078.5916,2088711.06,1426566.803,344636.7484,1371410.721,3073573.184,3402743.25,36088.34973,212410.1533,22360.42891,106363.026,-3000636.913,45642062.45,40085669.69,4345570.307,5357451.736,Aceptado
5990016.877,46242897.98,,8478167.699,3473441.663,-2471946.189,46389498,577971.6756,,3783558.688,13404701.75,-968428.5278,279693089.6,229189197.8,38418936.9,37426377.07,Aceptado
247465.7644,1394659.319,1712716.729,89043.94258,,1116172.424,2950056.122,,81600.79814,,-3212701.496,,24832360.7,13398966.97,15386342.34,12423396.67,Aceptado
771626.5963,2708235.436,7709809.335,228736.7896,48240.38339,5518597.175,20747911,224998.7302,,,-10610042.11,-2073678.238,10659719.43,17855562.4,12543558.69,11902604.83,Aceptado
584525.4621,2853898.312,,648831.5372,1239456.673,-3731872.905,7295762.294,79600.64679,1845507.038,,,-3841999.052,56969777.23,67999988.45,5928461.774,4991463.384,Sospechoso
2216062.087,14202599.45,29734305.98,652178.3721,980190.2608,5074017.072,23128496.29,700644.1381,3402280.541,9577930.291,,-1418346.768,96261397.55,68750678.01,18614474.92,24154206.01,Aceptado
2807661.311,22748788.96,179159.4362,34566790.68,4770308.927,-13660373.06,10477354.73,815696.6698,3559026.95,,,-3511910.46,152278530.2,275911614.3,9272072.504,10356078.26,Sospechoso
180313.0534,295096.7741,4235906.168,17492.61057,96779.13468,4943258.616,1142070.939,185639.7737,1157911.879,4466872.543,,-1686449.249,9160755.612,5695095.07,1745001.566,2079981.197,Aceptado
2355264.847,2598126.776,1184500.603,209131.4761,1099409.409,-5361194.584,1671757.287,,404233.8171,12280956.81,,1187041.61,42822447.88,9592969.84,20634218.45,19952862.57,Aceptado
8547489.564,27515123.52,2611552.72,9331007.614,3373356.609,-10717224.51,23829884.13,750650.3893,1454684.021,,10949439.6,970544.1965,184868668.4,,55934943.7,45519205.77,Aceptado
4291261.252,19361416.71,7425335.713,8997071.21,,-2464426.906,22189266.37,1344483.481,4764989.553,7274193.058,10861881.39,469406.7629,245369090.4,,24311545.47,26692337.16,Aceptado
5490072.306,52647612.59,586868.8609,19074336.02,,,41061701.66,,3020276.602,,26603855.25,-632405.4048,333490572.4,187593582.6,33463053.54,31424682.88,Aceptado
244572.047,1993121.226,,103214.875,345907.2665,7615651.945,,205279.734,337311.4152,6566479.213,-6556197.361,214546.2677,30646073.4,7346322.31,8189997.794,12880410.32,Aceptado
,622765.8358,247505.9924,451374.449,652392.3857,2098695.068,1528008.044,,45968.65073,367304.0952,-4745126.196,782851.5496,23953812.49,,6723448.547,8085032.554,Aceptado
62844.82367,476675.7698,1426205.395,36641.64907,52418.14076,6422717.576,4682842.736,57895.96244,892866.9242,2302341.238,,-3990685.145,5806601.839,,770400.2782,1475755.169,Aceptado
82111.10772,384467.1092,4099590.234,23084.45406,90904.30204,6099532.932,4840073.965,87793.47623,431509.8119,1736417.243,-4801061.335,-2049931.564,14624759.11,10196044.08,8001492.979,4748791.158,Aceptado
18624.83982,5320252.284,5627347.581,40241.49434,83466.25491,7712828.454,9180849.25,147887.8449,10315.83191,255521.7197,,-1579799.525,58674341.03,5975598.386,16417147.84,13973851.57,Aceptado
296534.6575,,1433235.767,207874.253,278150.9152,,,192796.382,399107.2124,1133514.354,8481727.856,-1097846.669,48758084.86,11789749.32,8349414.424,,Aceptado
275491.9045,1589286.537,1890431.166,,,4588498.301,6378395.259,25203.80816,1230442.378,1164205.859,-9964820.084,-3414984.89,3822194.6,9125045.285,1728082.632,3420713.749,Aceptado
92382.93848,,9364337.348,433211.6833,,,12714266.24,,1552173.327,32370.36497,,-6503538.281,93578088.29,74430615.34,2926698.714,,Aceptado
96194.11881,7867288.711,10115407.61,,267474.2867,7875820.055,20274379.14,327627.8412,3145334.851,201669.9398,3984796.165,-6841761.558,25711921.36,33076679.14,6014382.935,4648385.829,Aceptado
1618527.23,57585586.69,21730490.66,5338887.036,2556477.713,649075.3451,74335275.26,843223.3321,8533339.616,4448069.264,19296155.63,-5789818.463,270448915.8,371942596.4,17434221.12,25388015.72,Aceptado
595682.5553,65773663.52,28285470.54,,1340925.374,4442553.961,,219122.5293,7557305.314,918075.2992,21121153.12,,,87752237.16,,26915322.62,Aceptado
955703.7065,92322615.62,78452847.09,2265927.329,1682439.2,6542141.819,166019277.3,1093174.266,11310691.21,5650358.231,24896118.72,-7040168.182,507378236.9,590095792,46973450.83,,Aceptado
26054.18388,26868382.98,46363903.69,146722.9013,138356.867,8542001.017,61686388.56,,1619504.816,72496.22501,22348257.2,-7981636.565,,43564138.08,13263653.8,12881489.22,Aceptado
840998.1949,3723490.658,228494.8027,361016.9784,525568.1602,-2313933.028,4007277.661,164417.1115,218793.438,7938447.203,,,24459750.45,4766992.36,10092968.27,,Aceptado
51911.05375,582477.1958,41621.92236,154998.0813,839159.4243,667489.5699,601820.0511,,204489.7836,131758.652,1516232.436,438748.3832,22017511.3,3328274.821,3193255.551,2136798.271,Aceptado
3058482.173,18346790.63,16650109.64,,552663.5767,1886122.815,23801552.24,748071.675,1079225.458,8993861.91,2595145.661,-1491809.539,75144778.77,67510805.46,16113065.9,31109945.33,Aceptado
28079.02354,,5394614.868,,,4843267.722,2240422.693,336183.4623,167575.5306,401123.7778,12426387.42,-5518517.215,32773316.55,38549630.16,3226788.114,5685610.958,Aceptado
573411.4724,8077820.315,3695.879013,,2300063.594,-11587422.25,3386518.175,207599.8434,1034314.447,194761.255,12902163.71,129281.1567,68426548.3,13708679.48,4670239.774,5117742.141,Aceptado
159810.2545,211227.7409,1513777.765,136972.5326,711998.5428,,849218.2864,67362.91849,608726.0444,801351.6874,-8407086.934,-999801.3707,,9189370.922,1634068.948,2070876.015,Aceptado
1162580.871,11498160.15,4440115.499,517787.1963,3030989.918,-4635205.841,12148230.49,165921.1774,210880.5997,947360.6664,,851823.1967,240072323.4,54106802.91,32549426.84,32731730.75,Aceptado
1179068.34,7376719.56,2113651.138,8299415.171,1780900.475,,13624755.46,67910.59782,296732.661,39222.28539,2546814.649,-629620.1759,,33439557.73,11024485.32,18210582.79,Aceptado
364484.0354,1164707.266,3904459.714,152006.7837,1031128.803,4239252.842,2116779.761,125394.4763,116886.1087,1428145.643,-3668638.851,778807.8217,49291640.92,11688961.93,,13456934.79,Aceptado
61021.75467,,2842522.824,160176.3729,43607.64318,7347118.934,,144898.4627,1116226.648,905527.4281,-3181526.042,,10453829.11,5917333.367,2033765.824,1779336.839,Aceptado
1322414.426,29945904.09,63892220.23,581435.9043,,7481865.622,56477625.21,462736.9472,5621571.597,11191104.49,,,309799764.3,266092054.9,,38339215.29,Aceptado
,,6506231.659,122531.2973,597281.0236,1445394.584,5377228.803,255608.3262,666245.4028,6228928.696,-855805.7626,569542.8352,50850941.77,15450602.31,14723668.41,16175917.41,Aceptado
2485658.506,,10969970.32,3793416.71,1227814.504,-2403909.34,,269906.4683,6544436.56,2253757.977,12803762.92,-3503828.972,189829087,78200654.48,,17821939.04,Aceptado
40421.69721,1561953.698,7483998.986,31630.27109,61062.63576,7476959.232,4327296.287,86923.12769,218282.1493,606800.4985,,,7624042.992,34075628.22,2325588.033,4337733.502,Aceptado
216885.3841,29226757.22,26249918.53,,472090.2786,8087154.688,89036184.2,,3454731.647,3792044.669,5075901.652,-4464774.41,,69305196.53,39117675.07,,Aceptado
283310.3516,1092985.277,494534.4914,230939.9587,1121426.854,1227115.641,1608639.695,14781.93816,14086.50769,378745.8622,-13734853.23,580596.071,14890323.53,31302422.49,10867550.01,15628559.39,Aceptado
1670157.024,559703.121,85297.20405,904867.284,5712855.407,-10253190.78,705322.7975,73285.69643,,543052.0296,791967.5791,,79699465.19,40703877.71,6752877.733,4330341.076,Aceptado
1608078.511,8979050.34,,,3278822.568,3483145.936,11096544.54,304795.0517,2939859.454,4308864.451,-875286.8966,,122445652.8,29325305.59,23395803.08,17055617,Aceptado
2489227.312,15877413.43,196252.3786,7529034.79,1301250.942,-10075598.6,10461594.87,403784.7963,2386759.151,2291813.703,8387251.698,,45756463.25,33929843.31,7712095.353,12532863.29,Aceptado
169526.8538,776191.6379,14108.5918,13952.01923,,-6672186.688,,,,2485772.83,-4190554.687,625368.578,,582307.6657,1015259.518,1665212.964,Aceptado
1003013.615,2638444.628,2628559.989,137824.8188,,-669621.7818,7200466.74,366724.1444,669680.7551,9985952.635,1058306.955,,62758313.3,15139733.2,11734796.76,16037422.11,Aceptado
5596943.561,22952552.11,13406688.74,215657.1973,,-6567212.053,,697778.3653,3219261.297,14409712.7,9063619.311,,122964635,,35714228.81,29928810.91,Aceptado
,10486584.58,7138662.286,226920.4439,582130.2902,,11357549.28,500067.7528,1720178.663,5515215.983,8542710.004,-1088553.12,78182065.29,38618351.35,13658583.67,16565869.71,Aceptado
3427515.24,,,,,6951301.127,29820115,1020213.448,,26926670.26,-8910708.071,9156.186197,77451340.17,94539416.44,31079085.84,26999920.59,Aceptado
320770.3597,,17615039.96,541028.7777,1083767.018,8322165.727,14663409.01,125731.7624,67245.81503,2212286.637,,503627.9257,72660376.71,27945327.68,30963260.15,,Aceptado
75423.17136,363872.0844,11944491.42,3148.570905,201308.5258,,1146192.819,96696.93007,245630.7377,6558516.033,-6022276.967,-820498.9673,19436923.02,7663314.077,,5267230.598,Aceptado
53837.04964,367892.1265,11353644.37,,161967.4275,8534069.046,2060119.871,185721.0447,190284.2249,3524275.515,-10703569.41,-1567557.175,8180294.478,10903750.45,5793450.699,6817195.28,Aceptado
529043.9361,12632448.35,6023260.224,667758.223,628093.1154,,16641346.78,304215.0407,1841728.351,3460099.365,,-4595658.264,40241755.64,81897423.54,5686415.775,12524793.04,Aceptado
533545.3096,2737329.567,3737291.715,423236.1037,681556.4029,3925900.494,7064101.716,139189.0818,3419842.156,4294191.334,,-2517785.868,20252733.47,21741365.13,1982759.695,4547928.185,Aceptado
1950271.983,15573502.82,11175575.17,1325285.664,2724336.964,-962832.527,,,3011153.71,,4403128.554,-72681.42151,156960669.8,103750491.1,33456987.65,22839023.21,Aceptado
590208.8296,313936.5962,935897.196,39717.6192,537233.5179,1035462.186,180780.362,123335.4706,266577.3024,8749737.679,,1072801.245,7215385.1,,3281312.933,6616784.292,Aceptado
313685.5564,11500875.33,35276407.84,,468826.3515,7901848.396,29915715.74,38957.42472,560352.9019,3185877.775,-5026700.596,,94234184.33,55765607.45,27017196.97,27178336.64,Aceptado
,,3544.825647,690902.4601,1922419.429,-9550743.25,,34553.28453,9487.226187,1144802.789,-15486748.81,,14094163.85,11647725.67,9370108.962,,Aceptado
,,15271207.73,66873439.11,4672837.506,-9380501.202,,549627.7239,17755800.78,868790.7794,22514382.21,-5951310.386,,,30703695.47,25698801.45,Aceptado
681059.9912,9461141.116,39853301.6,,,7255101.496,21053353.14,741096.3078,2636249.913,9264033.786,2804700.73,-5159699.156,68211366.2,81793931.55,,15102335.98,Aceptado
1385111.55,1443084.511,1941017.967,49957.97155,432074.4139,-5028332.716,1965540.906,72468.91116,311525.5215,3874886.354,-5648623.308,803242.6946,30551238.04,,12925809.05,,Aceptado
66630.70727,12417569.29,,205607.937,199634.3454,8750188.616,25274856.95,866330.1713,1329932.658,5334207.665,4348841.434,,,30765841.99,14714770.13,18196840.01,Aceptado
